URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,COMPLEX WORD COUNT,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,17.0,2.0,0.7894736426592819,0.03538175039966154,26.3,198,25.09505703422053,20.55802281368821,25.451612903225808,198,461,1578,3,5.245880861850444
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,17.0,1.0,0.8888888395061756,0.033962264086863654,25.5625,190,23.227383863080682,19.515953545232275,24.78787878787879,190,483,1650,1,5.265281173594132
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,1.0,0.0,0.9999990000010001,0.02173912996219283,25.5,14,27.450980392156865,21.180392156862748,17.0,14,38,108,0,5.666666666666667
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,4.0,3.0,0.1428571224489825,0.041916167413675647,21.692307692307693,49,17.375886524822697,15.627277686852157,20.142857142857142,49,164,510,3,4.7695035460992905
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,4.0,2.0,0.33333327777778704,0.059405940005881785,21.714285714285715,35,23.026315789473685,17.89624060150376,21.714285714285715,35,95,291,2,5.276315789473684
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,2.0,5.0,-0.4285713673469475,0.04166666641865079,28.0,42,15.0,17.2,25.454545454545453,42,163,495,1,4.8464285714285715
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,1.0,1.0,0.0,0.013698630043160069,25.375,48,23.645320197044335,19.608128078817735,25.375,48,132,415,3,5.41871921182266
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,7.0,2.0,0.5555554938271674,0.035019455116655815,28.333333333333332,89,26.176470588235297,21.803921568627455,26.153846153846153,89,209,681,2,5.535294117647059
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,4.0,0.0,0.9999997500000625,0.02857142836734694,14.615384615384615,38,20.0,13.846153846153847,13.571428571428571,38,130,392,6,5.257894736842105
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,4.0,2.0,0.33333327777778704,0.031249999837239584,20.928571428571427,50,17.064846416382252,15.197367137981473,19.533333333333335,50,184,503,8,4.7815699658703075
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,1.0,1.0,0.0,0.02564102531229455,25.25,31,30.693069306930692,22.37722772277228,20.2,31,64,209,2,5.396039603960396
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,3.0,2.0,0.199999960000008,0.025252525124987248,22.0,59,24.380165289256198,18.55206611570248,20.166666666666668,59,163,501,7,5.450413223140496
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,1.0,0.0,0.9999990000010001,0.04999999750000012,18.0,6,33.33333333333333,20.53333333333333,18.0,6,15,42,0,6.277777777777778
bctech2115,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,17.0,3.0,0.6999999650000017,0.05221932101248219,19.896551724137932,118,20.45060658578856,16.138863323970597,19.233333333333334,118,355,1118,3,5.175043327556326
bctech2116,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,8.0,0.0,0.9999998750000157,0.03319502060914929,21.692307692307693,39,13.829787234042554,14.2088379705401,20.142857142857142,39,193,505,5,4.960992907801418
bctech2117,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,1.0,2.0,-0.33333322222225925,0.012295081916823434,20.833333333333332,57,22.8,17.453333333333333,16.666666666666668,57,191,476,0,5.412
bctech2118,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,5.0,0.0,0.99999980000004,0.05882352871972319,24.2,33,27.27272727272727,20.58909090909091,20.166666666666668,33,84,253,0,5.1570247933884295
bctech2119,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,8.0,4.0,0.3333333055555579,0.06349206315612665,15.61111111111111,35,12.455516014234876,11.226650850138396,14.789473684210526,35,168,528,8,4.911032028469751
bctech2120,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,8.0,3.0,0.4545454132231443,0.05314009636164205,35.44444444444444,62,19.435736677115987,21.952072448624172,31.9,62,193,609,5,4.943573667711599
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,9.0,2.0,0.636363578512402,0.034810126472119854,30.933333333333334,70,15.086206896551724,18.407816091954025,29.0,70,283,874,8,5.191810344827586
bctech2122,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,6.0,2.0,0.4999999375000079,0.046511627636560304,24.636363636363637,48,17.712177121771216,16.939416303253942,22.583333333333332,48,159,485,7,4.800738007380073
bctech2123,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,13.0,0.0,0.9999999230769291,0.08280254724329587,42.2,40,18.95734597156398,24.462938388625595,35.166666666666664,40,144,398,0,5.165876777251185
bctech2124,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,1.0,0.0,0.9999990000010001,0.017857142538265314,30.0,18,30.0,24.0,20.0,18,40,135,2,6.45
